lemma	tag	token	macron	source	
σπείρας	n-p---fa-	σπείρω	_6	
σπονδάς	n-p---fa-	σπονδή	_6	
σπονδάς	n-p---fa-	σπονδή	_6	
σπονδὰς	n-p---fa-	σπονδή	_6	
σπουδάσας	v-sapamn-	σπουδάδω	_8	
σταγόνας	n-p---fa-	σταγόνας	_7	
σταγόνας	n-p---fa-	σταγόνη	_7	
σταθμᾶσθαι	v--pne---	σταθμάω	_6	
σταθμήσας	v-sapamn-	σταθμήζω	_8	
στάς	v-sapamn-	σταίνω	_3	
στέγας	n-p---fa-	στέγας	_5	
στέγας	n-s---fg-	στέγη	_5	
στέγας	n-p---fa-	στέγη	_5	
στείλας	v-sapamn-	στείλω	_6	
στέρξας	v-sapamn-	στέργω	_6	
στερεάς	a-p---fa-	στερεάς	_6	
στερήσας	v-sapamn-	στερήσας	_7	
στερράς	n-p---fa-	στερρά	_6	
στερρὰς	n-p---fa-	στερρά	_6	
στεφάναν	n-s---ma-	στεφάνας	_7	
στεφάνας	n-s---fg-	στεφάνη	_7	
στιβάδας	n-p---fa-	στιβάδας	_7	
στίχας	n-p---fa-	στίξ	_5	
στίχας	n-p---fa-	στίχας	_5	
στολάς	n-p---fa-	στολή	_5	
στολάς	n-p---fa-	στολή	_5	
στολὰς	n-p---fa-	στολή	_5	
στοναχάς	n-p---fa-	στοναχή	_7	
στοναχὰς	n-p---fa-	στοναχή	_7	
στορέσας	v-sapamn-	στορέννυμι	_7	
στρατείας	n-s---fg-	στρατεία	_8	
στρατηγίας	n-s---fg-	στρατηγία	_9	
στρατηλατᾶν	n-s---ma-	στρατηλατάω	_10	
στρατηλατήσας	v-sapamn-	στρατηλατέω	_12	
στρατηλάτα	n-s---mg-	στρατηλάτης	_10	
στρατηλάταν	n-s---ma-	στρατηλάτης	_10	
στρατηλάτας	n-s---mn-	στρατηλάτης	_10	
στρατιάς	n-p---fa-	στρατιά	_7	
στρατιὰς	n-p---fa-	στρατιά	_7	
στρατιᾶς	n-s---fg-	στρατιά	_7	
στρέψας	v-sapamn-	στρέφω	_6	
στροφάς	n-p---fa-	στροφή	_6	
στροφὰς	n-p---fa-	στροφή	_6	
στροφίδας	n-p---fa-	στροφίς	_8	
στυγερᾶι	a-p---fn-	στυγερᾶι	_7	
στυγερᾶι	a-p---fd-	στυγερᾶι	_7	
στυγερᾶς	a-p---fa-	στυγερός	_7	
στυγερᾶς	a-s---fg-	στυγερός	_7	
στυγήσας	v-sapamn-	στυγήσας	_7	
στυγνάς	a-p---fa-	στυγνός	_6	
στυγνὰς	a-p---fa-	στυγνός	_6	
ὑμᾶς	p-p---ma-	σύ	_3	
ὑμᾶς	p-p----a-	σύ	_3	
ὑμᾶς	p-p---fa-	σύ	_3	
ὑμῖν	p-p---fd-	σύ	_3	
ὑμῖν	p-p----d-	σύ	_3	
ὑμῖν	p-p---md-	σύ	_3	
ὑμῖν	p2p----d-	σύ	_3	
Ὑμῖν	p-p----d-	σύ		
Ὑμῖν	p-p---md-	σύ		
συγκαθημένας	v-prpefa-	συγκαθημένας	_11	
συγκατακτάς	v-sapamn-	συγκατακτείνω	_10	
συγκατακτὰς	v-sapamn-	συγκατακτείνω	_10	
συγκῦρσαι	v--ana---	συγκῦρζω	_5	
συγχέας	v-sapamn-	συγχέλω	_6	
συγχέας	v-sapamn-	συγχέω	_6	
συγχωρούσας	v-pppafa-	συγχωράω	_10	
συλᾶι	v3saoa---	συλᾶι	_4	
συλᾶις	n-p---fd-	συλᾶις	_4	
συλᾶσθ’	v1ppip---	συλᾶσθ	_4	
συλᾶται	v3spie---	συλᾶται	_4	
συλᾶν	v--pna---	συλάω	_4	
συλᾶσθαι	v--anm---	συλάω	_4	
συλᾶσθαι	v--pne---	συλάω	_4	
συλλαβάς	n-p---fa-	συλλαβή	_7	
συλλαβὰς	n-p---fa-	συλλαβή	_7	
συμφορᾶι	n-p---fn-	συμ	_7	
συμβάς	v-sapamn-	συμβαίνω	_5	
συμβὰς	v-sapamn-	συμβαίνω	_5	
ξυμμαχίας	a-s---fg-	συμμαχία	_8	
συμμείξας	v-sapamn-	συμμείσσω	_8	
σύμπας	a-s---mn-	σύμπας	_5	
συμπήξας	v-sapamn-	συμπήγω	_7	
Συμπληγάδας	n-p---fa-	Συμπλαγάς	_10	
Συμπληγάδας	v-sapamn-	Συμπληγάδας	_10	
Συμπληγάδας	n-p---fa-	Συμπληγάς	_10	
συμπονήσας	v-sapamn-	συμπονέω	_9	
συμφορᾷ	n-s---fd-	συμφορά	_7	
συμφοράς	n-s---fg-	συμφορά	_7	
συμφοράς	n-p---fa-	συμφορά	_7	
συμφοράς	n-s---fg-	συμφορά	_7	
συμφοράς	n-p---fa-	συμφορά	_7	
συμφορὰς	n-p---fa-	συμφορά	_7	
συμφορὰς	n-s---fg-	συμφορά	_7	
συμφορᾶς	n-s---fg-	συμφορά	_7	
συμφορᾶς	n-p---fa-	συμφορά	_7	
συμφοράς	n-p---fa-	συμφορὰ	_7	
συμφορὰς	n-p---fa-	συμφορὰ	_7	
συμφορᾶι	n-p---fd-	συμφορᾶ	_7	
συμφορᾶι	n-p---fn-	συμφορᾶ	_7	
συμφορᾶι	u--------	συμφορᾶι	_7	
συμφορᾶι	n-p---fn-	συμφορᾶι	_7	
συμφορᾶι	n-s---fd-	συμφορᾶς	_7	
συμφορᾶς	n-s---fg-	συμφορᾶς	_7	
συμφυγάδας	n-p---fa-	συμφυγάς	_9	
συνᾶγε	v3siia---	συνᾶγω	_4	
ξυνᾴδει	v3spia---	συνᾴδω	_4	
συναλλαγάς	n-p---fa-	συναλλαγάς	_9	
συναμιλλᾶται	v3spie---	συναμιλλᾶται	_9	
συνάψας	v-sapamn-	συνάπτω	_6	
συναρμόσας	v-sapamn-	συναρμόζω	_9	
συναρπάσας	v-sapamn-	συναρπάζω	_9	
συνασχαλᾷ	v1sria---	συνασχαλάω	_9	
συνδαίσας	v-sapamn-	συνδαίζω	_5	
συνδήσας	v-sapamn-	συνδάω	_7	
συνδήσας	v-sapamn-	συνδέω	_7	
συνδρᾶι	v3saia---	συνδρᾶι	_6	
συνδρομάδας	n-p---fa-	συνδρομάς	_10	
συνθήκας	n-p---fa-	συνθήκη	_7	
συνναύταν	n-s---ma-	συνναύτης	_5	
συννικᾶις	v2spia---	συννικᾶις	_7	
συννοίᾳ	n-s---fd-	συννοίᾳ	_7	
συννοίας	n-p---fa-	συννοίη	_7	
συνοικίσας	v-sapamn-	συνοικίζω	_9	
συντυχίας	n-p---fa-	συντυχία	_8	
Συρίᾳ	n-s---fd-	Συρία		
σφαγάς	n-p---fa-	σφαγάς	_5	
σφαγᾶς	n-p---fa-	σφαγᾶς	_5	
σφαγάς	n-p---fa-	σφαγή	_5	
σφαγάς	n-p---fa-	σφαγή	_5	
σφαγὰς	n-p---fa-	σφαγή	_5	
σφάξας	v-sapamn-	σφάζω	_5	
σφενδόνας	n-p---fa-	σφενδόνη	_8	
σφραγῖδα	n-s---fa-	σφραγίς	_6	
σφραγῖδος	n-s---fg-	σφραγίς	_6	
σχάσας	v-sapamn-	σχάσας	_5	
σχεδίᾳ	n-s---fd-	σχεδία	_6	
σχεδίας	n-p---fa-	σχεδίη	_6	
σχετλίᾳ	a-p---nn-	σχετλίᾳ	_7	
σώσας	v-sapamn-	σώζω	_4	
σώσας	v-sapamn-	σώσας	_4	
σωτηρίᾳ	n-s---fd-	σωτηρία	_7	
σωτηρίας	n-s---fg-	σωτηρία	_7	
σωφροσύνας	n-p---fa-	σωφροσύνα	_9	
τακομένας	v-pppafa-	τακομέ	_8	
ταλαίνᾳ	a-s---fn-	ταλαίνᾳ	_4	
ταλαινᾶν	a-s---fa-	ταλαινᾶν	_4	
ταλαίνας	a-s---fg-	ταλαίνας	_4	
ταλαίνας	a-p---fa-	ταλαίνας	_4	
ταλαίνας	a-p---fa-	ταλαῖνος	_4	
τάλας	a-s---mn-	τάλας	_4	
Τάλας	a-s---mn-	τάλας	_4	
ταμίας	a-s---mn-	ταμίας	_5	
ταμίαν	a-s---ma-	ταμίης	_5	
τἀνδεᾶ	a-p---na-	τἀνδεᾶ	_6	
πταμένας	v-prpefa-	τάννυμι	_7	
Τανταλιδᾶν	a-s---fa-	Τανταλιδᾶ	_9	
τανῦν	d--------	τανῦν	_4	
Τανῦν	d--------	τανῦν		
τανύσας	v-sapamn-	τανύω	_6	
ταράξας	v-sapamn-	ταράξας	_6	
ταράς	v-sapamn-	ταράς	_4	
ταράξας	v-sapamn-	ταράσσω	_6	
ταρβήσας	v-sapamn-	ταρβέω	_7	
τάξας	v-sapamn-	τάσσω	_4	
τᾶςτυράννου	n-s---fg-	τᾶςτυράννου	_2	
ταφάς	n-p---fa-	ταφή	_4	
ταφὰς	n-p---fa-	ταφή	_4	
ταχύνας	v-sapamn-	ταχύνω	_6	
ταχείας	a-s---fg-	ταχύς	_6	
τέγξας	v-sapamn-	τέγσσω	_5	
τείσας	v-sapamn-	τείζω	_5	
τείνας	v-sapamn-	τείνω	_5	
Τειρεσία	n-s---mv-	Τειρεσία		
Τειρεσία	n-s---mv-	Τειρεσίας		
Τειρεσίας	n-s---mn-	Τειρεσίας		
Τειρεσία	n-s---mv-	τειρεσίης		
Τειρεσίαν	n-s---ma-	τειρεσίης		
τελείας	a-s---fg-	τελεῖος	_6	
τελετάς	n-p---fa-	τελετή	_6	
τελετάς	n-p---fa-	τελετή	_6	
τελετὰς	n-p---fa-	τελετή	_6	
τελευτήσας	v-sapamn-	τελευτάω	_9	
τελευτάς	n-p---fa-	τελευτή	_7	
τελευτάς	n-p---fa-	τελευτή	_7	
τελευτὰς	n-p---fa-	τελευτή	_7	
τελευτώσας	v-sapamn-	τελευτόω	_9	
τελέσας	v-sapamn-	τελέω	_6	
τελουμένας	v-pppefa-	τελουμένας	_9	
τέρας	n-s---nn-	τέρας	_4	
τέρας	n-s---na-	τέρας	_4	
τερπνάς	a-p---fa-	τερπνός	_6	
τερπνὰς	a-p---fa-	τερπνός	_6	
τεύξας	v-sapamn-	τεύκω	_5	
τέχνας	n-s---fg-	τέχνη	_5	
τέχνας	n-p---fa-	τέχνη	_5	
Τηρεΐας	v-pppafa-	Τηρεΐας		
τηρήσας	v-sapamn-	τηρέω	_6	
τιήρας	n-s---fg-	τιήρη	_5	
τιθήνας	n-s---fg-	τιθήνη	_6	
τιμᾶ	v2spma---	τιμᾶ	_4	
τιμᾶ	u--------	τιμᾶ	_4	
τιμᾶι	n-p---fn-	τιμᾶ	_4	
τιμᾶι	v3spia---	τιμᾶι	_4	
τιμᾶις	n-p---fd-	τιμᾶις	_4	
τιμαλφουμένας	v-pppefa-	τιμαλφουμένας	_12	
τιμᾶν	v--pna---	τιμᾶν	_4	
τιμάς	n-p---fa-	τιμάς	_4	
ἐτίμα	v3siia---	τιμάω	_5	
τιμᾷ	v3spia---	τιμάω	_4	
τίμα	v2spma---	τιμάω	_4	
τιμᾶν	v--pna---	τιμάω	_4	
τιμᾷς	n-p---fa-	τιμάω	_4	
τιμᾷς	v2spia---	τιμάω	_4	
τιμᾶσθαι	v--pne---	τιμάω	_4	
τιμᾶτε	v2ppma---	τιμάω	_4	
τιμήσας	v-sapamn-	τιμάω	_6	
τιμάς	n-p---fa-	τιμή	_4	
τιμάς	n-p---fa-	τιμή	_4	
τιμὰς	n-p---fa-	τιμή	_4	
τιμώσας	v-sapamn-	τιμόω	_6	
τινάς	a-p---fa-	τινάς	_4	
τινάξας	v-sapamn-	τινάσσω	_6	
τίνας	a-p---fa-	τίς	_4	
Τιτᾶνα	n-s---ma-	Τιτᾶν	_4	
Τιτᾶνι	n-s---md-	Τιτᾶν		
Τιτᾶνας	n-p---ma-	Τιτᾶνης	_4	
τίτας	n-p---fa-	τίτη	_4	
τλάς	a-p---fa-	τλάς	_3	
τλάς	a-s---mn-	τλάς	_3	
τλὰς	a-p---fa-	τλὰς	_3	
τλάσας	v-sapamn-	τλάσω	_5	
τλατᾶς	a-p---fa-	τλατᾶς	_5	
τοξότας	n-p---fa-	το	_6	
τοίας	a-p---fa-	τοῖος	_4	
τοιαύτας	a-p---fa-	τοιοῦτος	_4	
τόλμα	v2spma---	τόλμα	_5	
ἐτόλμα	v3siia---	τολμάω	_6	
ἐτόλμας	v2siia---	τολμάω	_6	
τολμήσας	v-sapamn-	τολμάω	_7	
τολμώσας	v-pppafa-	τολμάω	_7	
τολυπεύσας	v-sapamn-	τολυπεύσας	_9	
τομάς	n-p---fa-	τομά	_4	
τοξεύσας	v-sapamn-	τοξεύω	_7	
τοξοδάμας	n-s---mn-	τοξοδάμας	_8	
Τραχῖνι	n-s---fd-	τραχίς	_5	
τρέσας	v-sapamn-	τρέσας	_5	
τρέσας	v-sapamn-	τρέω	_5	
τριαίνας	n-p---fa-	τριαίνη	_4	
τριακάδας	n-p---fa-	τριακάς	_8	
τριβᾶς	n-p---fa-	τριβᾶς	_5	
τριβᾷ	n-s---fd-	τριβή	_5	
τριβάς	n-p---fa-	τριβή	_5	
τριβὰς	n-p---fa-	τριβή	_5	
τριπλᾶ	a-p---na-	τριπλᾶ	_6	
τριπλᾶ	a-p---nn-	τριπλᾶ	_6	
τρισμυρίας	a-p---fa-	τρισμύριοι	_9	
Τρισσάς	a-p---fa-	Τρισσάς		
Τροζηνίας	n-p---fa-	Τροζηνία		
Τροζηνίας	n-s---fg-	Τροζηνία		
Τροζηνίας	n-p---fa-	Τροζηνίη		
Τροίας	n-s---fg-	τροία		
Τροΐας	n-s---fg-	Τροΐα		
Τροίας	n-s---fg-	Τροίας		
τροπάς	n-p---fa-	τροπή	_5	
τροπὰς	n-p---fa-	τροπή	_5	
τροφάς	n-p---fa-	τροφάς	_5	
τροφάς	n-p---fa-	τροφή	_5	
τροφάς	n-p---fa-	τροφή	_5	
τροφὰς	n-p---fa-	τροφή	_5	
τρυφᾶι	v3spia---	τρυφᾶι	_5	
τρυφᾶν	v--pna---	τρυφάω	_5	
τρυφάς	n-p---fa-	τρυφή	_5	
τρυφάς	n-p---fa-	τρυφή	_5	
τρυφὰς	n-p---fa-	τρυφή	_5	
Τρωιάς	a-p---fa-	Τρωιάς		
Τρωιάς	n-p---fa-	Τρωιάς		
Τρωιὰς	n-p---fa-	Τρωιὰς		
Τρωίας	a-p---fa-	Τρωίας		
Τρωϊκάς	a-p---fa-	Τρωϊκάς		
Τρωίας	a-p---fa-	Τρωῖος		
τυχούσας	v-sapafg-	τυγχάνω	_7	
Τυνδαρείας	a-s---fg-	Τυνδαρεία	_9	
Τυρίας	n-p---fa-	Τυρίη		
τυφλάς	a-p---fa-	τυφλός	_5	
τυφλὰς	a-p---fa-	τυφλός	_5	
τυφλώσας	v-sapamn-	τυφλώσας	_7	
τύχᾳ	n-p---nn-	τύχᾳ	_4	
τύχαν	v2spma---	τύχαν	_4	
τύχα	n-s---mv-	τύχας	_4	
τύχας	n-p---fa-	τύχας	_4	
τυχαςἅ	n-s---fg-	τυχαςἅ	_6	
τυχάς	n-p---fa-	τυχή	_4	
τυχὰς	n-p---fa-	τυχή	_4	
τύχᾳ	n-s---fa-	τύχη	_4	
τύχᾳ	n-s---fn-	τύχη	_4	
τύχᾳ	n-s---fd-	τύχη	_4	
τύχας	n-p---fa-	τύχη	_4	
τύχας	n-s---fg-	τύχη	_4	
ὑγιείας	n-s---fg-	ὑγιεία	_6	
ὑγιείας	n-s---fg-	ὑγιείας	_6	
ὑγρᾶς	a-s---fg-	ὑγρός	_4	
ὕδρας	n-p---fa-	ὕδρα	_4	
ὕδρας	n-s---fg-	ὕδρα	_4	
ὑδρηλάς	n-p---fa-	ὑδρηλή	_6	
ὑδρηλὰς	n-p---fa-	ὑδρηλή	_6	
ὑλᾶντα	n-p---na-	ὑλᾶν	_3	
ὕλας	n-p---fa-	ὕλας	_3	
ὑλᾶεν	a-s---nn-	ὑλήεις	_3	
ὑμᾶς	u--------	ὑμᾶς	_3	
ὑμᾶς	p-p---ma-	ὑμεῖς	_3	
ὑμᾶς	p2p----a-	ὑμεῖς	_3	
ὑμᾶς	p-p----a-	ὑμεῖς	_3	
ὑμᾶς	p-p---fa-	ὑμεῖς	_3	
ὑμῖν	p-p----d-	ὑμεῖς	_3	
ὑμῖν	p-p---md-	ὑμεῖς	_3	
ὑμῖν	p2p----d-	ὑμεῖς	_3	
ὑμετέρας	a-p---fa-	ὑμέτερος	_7	
ὑπαιθρίας	a-s---fg-	ὑπαιθρῖος	_3	
ὑπαλλαγάς	n-p---fa-	ὑπαλλαγή	_8	
ὑπαλλαγὰς	n-p---fa-	ὑπαλλαγή	_8	
ὑπαντήσας	v-sapamn-	ὑπαντήω	_8	
ὑπεκβᾶσ’	v-sapafn-	ὑπεκβᾶσ	_6	
ὑπεράρας	v-sapamn-	ὑπεραίρω	_7	
ὑπερβάς	v-sapamn-	ὑπερβαίνω	_6	
ὑπερβὰς	v-sapamn-	ὑπερβαίνω	_6	
ὑπερβαλλούσας	v-pppafa-	ὑπερβαλλούσας	_12	
ὑπερβολάς	n-p---fa-	ὑπερβολή	_8	
ὑπερποντίας	a-s---fg-	ὑπερποντίας	_10	
ὑπερτείνας	v-sapamn-	ὑπερτείνω	_9	
ὑπερτέρας	a-s---fg-	ὑπέρτερος	_8	
ὑπερφρονήσας	v-sapamn-	ὑπερφρονέω	_11	
ὑπνοδόταν	n-s---ma-	ὑπνοδότης	_8	
ὑποκάμψας	v-sapamn-	ὑποκάμπτω	_8	
ὑπόπταν	a-s---ma-	ὑπόπταν	_6	
ὑποπτήξας	v-sapamn-	ὑποπτήγω	_8	
ὑποπτήξας	v-sapamn-	ὑποπτήσσω	_8	
ὑποσπάσας	v-sapamn-	ὑποσπάω	_8	
ὑποστρέψας	v-sapamn-	ὑποστρέφω	_9	
ὑπουργίας	n-s---fg-	ὑπουργία	_8	
Ὑσιάς	n-p---fa-	ὑσιαί		
Ὑσταίχμας	n-s---mn-	Ὑσταίχμας		
ὑστάτας	a-p---fa-	ὑστάτας	_6	
ὑστέρας	a-p---fa-	ὕστερος	_6	
ὑφάς	n-p---fa-	ὑφή	_3	
ὑποστάς	v-sapamn-	ὑφίστημι	_6	
ὑποστὰς	v-sapamn-	ὑφίστημι	_6	
ὑποστήσας	v-sapamn-	ὑφίστημι	_8	
Φάμα	v2spma---	Φά	_4	
φαεννάς	n-p---fa-	φαεν	_6	
φαεννὰς	n-p---fa-	φαεν	_6	
φαεννάς	a-p---fa-	φαεννάς	_6	
φαεννὰς	a-p---fa-	φαεννὰς	_6	
φαεννάς	a-p---fa-	φαεννός	_6	
φαεννὰς	a-p---fa-	φαεννός	_6	
Φαίδρας	n-s---fg-	Φαίδρας		
Φαίδρας	n-s---fg-	Φαίδρη		
φαμένας	v-sppefg-	φαμένας	_6	
φανάς	v-sapamn-	φανάς	_4	
φανὰς	v-sapamn-	φανὰς	_4	
φανείσας	v-sapafg-	φανείσας	_7	
Φαρσαλίας	a-p---fa-	Φαρσαλία	_8	
Φαρσαλίας	n-s---fg-	Φαρσαλία	_8	
φατίσας	v-sapamn-	φατίζω	_6	
φάτνας	n-p---fa-	φάτνη	_5	
φαυλοτέρας	a-s---fgc	φαυέρτλοος	_2	
Φεραίας	a-s---fg-	Φεραίη		
Φερητιάδας	n-s---mn-	Φερητιάδης	_9	
φερνάς	n-p---fa-	φερνή	_5	
φερνάς	n-p---fa-	φερνή	_5	
φερνὰς	n-p---fa-	φερνή	_5	
φερνάς	a-p---fa-	φερνός	_5	
φερνὰς	a-p---fa-	φερνός	_5	
φερούσας	v-pppafa-	φερούσας	_7	
φερούσας	v-pppafa-	φέρω	_7	
φήμας	n-p---fa-	φήμη	_4	
φθάσας	v-sapamn-	φθάνω	_5	
Ἐφθαρμένας	v-prpefa-	φθείρω	_9	
Φθιάς	n-p---fa-	Φθιά		
Φθιάς	n-s---fg-	Φθιὰ		
Φθιὰς	n-s---fg-	Φθιὰ		
Φθίας	n-s---fg-	Φθία		
Φθίας	n-p---fa-	Φθία		
φθιμένας	v-pppefa-	φθιμένας	_7	
φθίσας	v-sapamn-	φθίω	_5	
Φθιωτᾶν	n-s---fa-	Φθιωτᾶν		
Φθιωτίδας	n-s---fg-	Φθιωτίδα		
φθογγάς	n-p---fa-	φθογγή	_6	
φθογγάς	n-p---fa-	φθογγή	_6	
φθογγὰς	n-p---fa-	φθογγή	_6	
φθονήσας	v-sapamn-	φθονέω	_7	
φθοράς	n-p---fa-	φθορά	_5	
φθορὰς	n-p---fa-	φθορά	_5	
φιάλας	n-p---fa-	φιάλας	_5	
φίλᾳ	a-p---na-	φίλᾳ	_4	
φιλᾶν	a-s---fa-	φιλᾶν	_4	
φιλίας	n-p---fa-	φιλία	_5	
φιλίας	n-s---fg-	φιλία	_5	
φιλίας	n-s---fg-	φιλῖα	_5	
φίλας	a-s---fg-	φίλος	_4	
φίλας	a-p---fa-	φίλος	_4	
Φιλοτιμίας	n-s---fg-	φιλοτιμία		
Φινεΐδας	n-s---mn-	Φινεΐδαι		
φιτῦσαι	v--ana---	φιτῦζω	_4	
φιτύσας	v-sapamn-	φιτύω	_6	
φλογεράν	a-s---ma-	φλογερὰς	_7	
φλογερὰν	a-s---ma-	φλογερὰς	_7	
φλογέας	a-p---fa-	φλογύς	_6	
φόβας	n-p---fa-	φόβη	_4	
Φοινίσσας	n-p---fa-	Φοῖνιξ		
φοινίας	a-s---fg-	φοίνιος	_6	
φοινίας	a-p---fa-	φοίνιος	_6	
φονεύσας	v-sapamn-	φονεύω	_7	
φονίᾳ	a-p---na-	φονῖος	_5	
φονίας	n-p---fa-	φονῖος	_5	
φονίας	a-s---fg-	φονῖος	_5	
φονίας	a-p---fa-	φονῖος	_5	
φορβάν	v2spma---	φορβάν	_5	
φορβὰν	v2spma---	φορβὰν	_5	
φορβάν	n-s---ma-	φορβή	_5	
φορβὰν	n-s---ma-	φορβή	_5	
Φόρβας	n-p---fa-	Φόρβη		
φράσας	v-sapamn-	φράζω	_5	
φράσας	v-sapamn-	φράσας	_5	
φρένας	n-p---fa-	φρένας	_5	
φρένας	n-p---fa-	φρήν	_5	
φρίξας	v-sapamn-	φρίζω	_5	
φρονήσας	v-sapamn-	φρονέω	_7	
φροντίσας	v-sapamn-	φροντίζω	_8	
φροντίδας	n-p---fa-	φροντίς	_8	
φρουρήσας	v-sapamn-	φρουρέω	_8	
Φρυγίας	n-s---fg-	Φρυγία		
φρυκτωρίας	n-s---fg-	φρυκτωρία	_9	
φυγᾶς	n-s---fg-	φυγᾶ	_4	
φυγᾷ	u--------	φυγᾷ	_4	
φυγᾷ	d--------	φυγᾷ	_4	
φυγᾷ	n-s---fa-	φυγᾷ	_4	
φυγᾶι	n-p---fn-	φυγᾶι	_4	
φυγάδας	n-p---fa-	φυγάς	_6	
φυγάς	n-p---fa-	φυγάς	_4	
φυγᾶι	n-p---fn-	φυγᾶς	_4	
φυγᾶς	n-p---fa-	φυγᾶς	_4	
φυγᾷ	n-s---ma-	φυγᾷς	_4	
φυγάς	n-p---fa-	φυγή	_4	
φυγάς	n-s---mn-	φυγή	_4	
φυγάς	n-s---fg-	φυγή	_4	
φυγὰς	n-p---fa-	φυγή	_4	
φυγὰς	n-s---mn-	φυγή	_4	
φυγὰς	n-s---fg-	φυγή	_4	
φυγᾶς	n-s---fg-	φυγή	_4	
φυγούσας	v-pppafa-	φυγούσας	_7	
φυλακᾷ	n-s---ma-	φυλακᾷ	_6	
φυλακᾶς	n-p---fa-	φυλακᾶς	_6	
φυλακάς	n-p---fa-	φυλακή	_6	
φυλακάς	n-p---fa-	φυλακή	_6	
φυλακὰς	n-p---fa-	φυλακή	_6	
φυλάξας	v-sapamn-	φυλάσσω	_6	
φυλλάς	n-s---fg-	φυλλὰ	_5	
φυλλὰς	n-s---fg-	φυλλὰ	_5	
φυξανορίᾳ	n-s---ma-	φυξανορίᾳ	_9	
φύσας	n-p---fa-	φῦσα	_4	
φυσᾶις	v2sfia---	φυσᾶις	_4	
φύσας	v-sapamn-	φύσας	_4	
φυσιᾷ	n-s---fa-	φυσιάω	_5	
φυτεύσας	v-sapamn-	φυτεύω	_7	
φύσας	v-sapamn-	φύω	_4	
φωνάς	n-p---fa-	φωνή	_4	
φωνὰς	n-p---fa-	φωνή	_4	
χαίτας	n-p---fa-	χαί	_2	
χαίτας	n-p---fa-	χαίτη	_2	
χάλα	v2spma---	χάλα	_4	
χαλάσας	v-sapamn-	χαλάζω	_6	
χαλᾶι	v3spia---	χαλᾶι	_4	
χαλᾶι	n-s---fd-	χαλᾶι	_4	
χαλᾶτε	v2ppma---	χαλᾶτε	_4	
χαλᾷ	v3spia---	χαλάω	_4	
χαλᾶν	v--pna---	χαλάω	_4	
χαλᾷς	v2spia---	χαλάω	_4	
χαλᾶτε	v2ppma---	χαλάω	_4	
Χαλᾶτε	v2ppma---	χαλάω	_4	
Χαλᾶν	v--pna---	Χαλάω	_4	
χαλεπᾶι	a-p---fn-	χαλεπᾶι	_6	
χαλεπᾶς	a-p---fa-	χαλεπός	_6	
χαλκέας	a-p---fa-	χαλκής	_6	
χαλκοβόαν	n-s---ma-	χαλκοβόας	_8	
χαμᾶζε	d--------	χαμᾶζε	_4	
χαμεύνας	n-p---fa-	χαμεύ	_7	
χαμεύνας	n-p---fa-	χαμεύνη	_7	
χαρᾷ	n-s---fd-	χαρά	_4	
χαρᾶς	n-s---fg-	χαρά	_4	
χαρᾶι	n-p---fn-	χαρᾶ	_4	
χαρᾶι	n-p---fd-	χαρᾶ	_4	
χαρᾶι	n-s---nd-	χαρᾶ	_4	
χαρᾶι	n-s---fd-	χαρᾶι	_4	
χαρμονᾶν	n-s---fa-	χαρμονᾶν	_7	
χαρμονάς	n-p---fa-	χαρμονάς	_7	
χἀρπαγάς	n-p---fa-	χἀρπαγή	_7	
χἀρπαγὰς	n-p---fa-	χἀρπαγή	_7	
χἀτέρᾳ	a-p---nac	χἀτέρᾳ	_6	
χέρας	n-p---fa-	χείρ	_4	
χειρωναξίας	n-p---fa-	χειρωναξίας	_10	
χεούσας	v-pppafa-	χεούσας	_6	
χέρας	n-p---fa-	χέρας	_4	
χερμάδας	n-p---fa-	χερμάς	_7	
χεροτεκτοσύνας	n-p---fa-	χεροτεκτοσύνη	_13	
χηλάς	n-p---fa-	χηλή	_4	
χηλὰς	n-p---fa-	χηλή	_4	
χθονίας	a-s---fg-	χθονῖος	_6	
Χθονίας	a-p---fa-	Χθονῖος		
χιλιάς	a-p---fa-	χιλιάς	_5	
χιλιὰς	a-p---fa-	χιλιὰς	_5	
χιλιοναύταν	n-s---ma-	χιλιοναύτης	_7	
χιμαίρας	n-p---fa-	χιμαίρη	_4	
χλιδάς	n-p---fa-	χλιδά	_5	
χλιδᾶν	n-s---fa-	χλιδᾶ	_5	
χλιδᾶς	n-s---fg-	χλιδᾶ	_5	
χλιδᾷ	n-s---fn-	χλιδᾷ	_5	
χλιδᾷς	v2spia---	χλιδάω	_5	
χνας	n-p---fa-	χνη	_3	
χνόας	n-p---fa-	χνόας	_4	
χνόας	n-p---fa-	χνόη	_4	
χοάς	n-p---fa-	χοάς	_3	
χοάς	n-p---fa-	χοή	_3	
χοάς	n-p---fa-	χοή	_3	
Χοάς	n-p---fa-	χοή		
χοὰς	n-p---fa-	χοή	_3	
Χοὰς	n-p---fa-	χοή		
χορεύσας	v-sapamn-	χορεύω	_7	
χἀτέρας	a-p---fa-	χότερἀς	_6	
χρείας	n-p---fa-	χρεία	_5	
χρείας	n-s---fg-	χρεία	_5	
χρείας	n-s---fg-	χρείας	_5	
χρήσας	v-sapamn-	χρήδω	_5	
χρηστάς	a-p---fa-	χρηστός	_6	
χρηστὰς	a-p---fa-	χρηστός	_6	
χρήσας	v-sapamn-	χρήω	_5	
χρονίᾳ	a-p---na-	χρονία	_6	
